boostclock,brand,chipmake,coreclock,gpu,memoryclock,memoryinterface,memorysize,memorytype,model,price,productname,rank,rating,url
,,,,,,,,,,919.99,ASUS ROG Strix Radeon RX 570 DirectX 12 ROG-STRIX-RX570-O8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,250,Rating + 3,https://www.newegg.com/asus-radeon-rx-570-rog-strix-rx570-o8g-gaming/p/N82E16814126427
,,,,,,,,,,79.99,ASUS GeForce GT 710 2GB PCI-E 2.0 GDDR5 Graphics Card (90YV0AL1-M0NA00),255,Rating + 4,https://www.newegg.com/p/1FT-000Y-00148
,,,,,,,,,,79.99,"Visiontek Radeon 6350 1GB DDR3 (DVI-I, HDMI, VGA)",254,Rating + 4,https://www.newegg.com/visiontek-radeon-hd-6350-900479/p/N82E16814129219
,,,,,,,,,,53.00,VisionTek Products 900942 Radeon 7750 SFF 2GB GDDR5 2X DP Graphics Card,252,Rating + 4,https://www.newegg.com/visiontek-900942/p/1FT-001W-000K0
,,,,,,,,,,53.00,"EVGA GT 710 2GB DDR3 64bit Single Slot, Dual DVI 02G-P3-2717-KR",253,Rating + 4,https://www.newegg.com/p/1FT-001K-000W4
,,,,,,,,,,475.99,"EVGA GeForce GT 1030 SC, 02G-P4-6332-KR, 2GB GDDR5, Passive, Low Profile",249,Rating + 5,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6332-kr/p/N82E16814487358
,,,,,,,,,,229.99,GIGABYTE GeForce GT 1030 DirectX 12 GV-N1030OC-2GI 2GB 64-Bit GDDR5 PCI Express x16 Video Card,243,Rating + 4,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030oc-2gi/p/N82E16814932004
,,,,,,,,,,229.99,PowerColor RED DRAGON Radeon RX 570 DirectX 12 AXRX 570 4GBD5-DHDV3/OC 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,242,Rating + 4,https://www.newegg.com/powercolor-radeon-rx-570-axrx-570-4gbd5-dhdv3-oc/p/N82E16814131766
,,,,,,,,,,708.90,MSI GTX 1080 Ti GAMING X TRIO GeForce GTX 1080 Ti Graphic Card - 1.57 GHz Core - 1.68 GHz Boost Clock - 11 GB GDDR5X,247,Rating + 3,https://www.newegg.com/p/1FT-0009-00165
,,,,,,,,,,48.55,MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,245,Rating + 3,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gh-lp-oc/p/1FT-0009-001E8
,,,,,,,,,,475.99,"CORN AMD Chipset RX470 performance like 570,256-Bit 4GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card RX 470 GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",248,Rating + 5,https://www.newegg.com/p/27N-003A-00013
,,,,,,,,,,708.90,"CORN AMD RX560 128-Bit 4GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",246,Rating + 3,https://www.newegg.com/p/27N-003A-00016
,,,,,,,,,,48.55,EVGA GeForce GT 710 DirectX 12 2GB 64-Bit DDR3 PCI Express 2.0 Video Card 02G-P3-2717-KR,244,Rating + 3,https://www.newegg.com/evga-geforce-gt-710-02g-p3-2717-kr/p/1FT-001K-004U4
,,,,,,,,,,"2,352.79","EVGA GeForce GTX 1650 Super SC Ultra Gaming, 4GB GDDR6, Dual Fan, Metal Backplate, 04G-P4-1357-KR",241,Rating + 4,https://www.newegg.com/p/0VE-01PT-00012
,,,,,,,,,,"2,352.79","CORN AMD RX580 256-Bit 4GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card RX 580 GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",240,Rating + 4,https://www.newegg.com/p/27N-003A-00011
,,,,,,,,,,698.97,MSI GeForce GT 1030 DirectX 12 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card (GT 1030 2G LP OC),239,Rating + 4,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2g-lp-oc/p/1FT-0009-00478
,,,,,,,,,,119.97,2GB Video Graphics VGA Card PCIe x16 DirectX 12 11 10 9 SILENT,237,Rating + 4,https://www.newegg.com/p/1FT-002U-000G6
,,,,,,,,,,698.97,MSI Gaming GeForce GT 710 1GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card (GT 710 1GD3H LPV1),238,Rating + 4,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lpv1/p/1FT-0009-002B3
,,,,,,,,,,71.49,MSI GeForce GT 730 DirectX 12 N730K-2GD5LP/OC 2GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Video Card,235,Rating + 4,https://www.newegg.com/msi-geforce-gt-730-n730k-2gd5lp-oc/p/1FT-0009-001F2
,,,,,,,,,,71.49,MSI Radeon RX 580 DirectX 12 RX 580 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,234,Rating + 4,https://www.newegg.com/msi-radeon-rx-580-rx-580-armor-4g-oc/p/27N-0023-000U6
,,,,,,,,,,119.97,Video Graphics Card 1GB Low Profile Half Height Size Length,236,Rating + 4,https://www.newegg.com/p/1FT-000X-000P6
,,,,,,,,,,79.99,ASUS GT710-SL-1GD5-BRK GeForce GT 710 DirectX 12 90YV0AL2-M0NA00 1GB 32-Bit GDDR5 PCI Express 2.0 HDCP Ready Low Profile Video Card,232,Rating + 4,https://www.newegg.com/asus-geforce-gt-710-90yv0al2-m0na00/p/N82E16814126372
,,,,,,,,,,79.99,VisionTek Radeon HD 7750 900614-HDMIKIT 2GB GDDR5 PCI Express x16 Video Card w/ 6x mDP to HDMI active adapters,233,Rating + 4,https://www.newegg.com/visiontek-radeon-hd-7750-900614-hdmikit/p/N82E16814129321
,,,,,,,,,,53.00,For Dell AMD ATI Radeon HD 6450 PCIe 1GB DDR3 DVI D-Port Full Video Card 3173K,231,Rating + 4,https://www.newegg.com/p/27N-003U-00044
,,,,,,,,,,53.00,MSI Computer GeForce GT 710 2GB DirectX 12 PCIe x16 2.0 Low Profile Graphic Card (GT 710 2GD3 LP),230,Rating + 4,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/1FT-0009-001D1
,,,,,,,,,,708.90,PowerColor RED DRAGON Radeon RX 570 DirectX 12 AXRX 570 4GBD5-3DHD/OC 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,224,Rating + 3,https://www.newegg.com/powercolor-radeon-rx-570-axrx-570-4gbd5-3dhd-oc/p/N82E16814131717
,,,,,,,,,,919.99,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,229,Rating + 3,https://www.newegg.com/evga-geforce-210-01g-p3-1313-kr/p/1FT-001K-003A3
,,,,,,,,,,475.99,"CORN AMD Chipset RX480 performance like 580,256-Bit 4GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card RX 480 GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",227,Rating + 5,https://www.newegg.com/p/27N-003A-00014
,,,,,,,,,,919.99,"GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL",228,Rating + 3,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030d5-2gl/p/N82E16814125972
,,,,,,,,,,475.99,Video graphics Card Inno3D NVIDIA GeForce GTX 1050Ti Gaming OC 4GB GDDR5,226,Rating + 5,https://www.newegg.com/inno3d-vc-gtx1050ti-twinx/p/1FT-0004-005T8
,,,,,,,,,,229.99,SAPPHIRE PULSE Radeon RX 580 DirectX 12 11265-05-20G 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Cards,221,Rating + 4,https://www.newegg.com/sapphire-radeon-rx-580-11265-05-20g/p/N82E16814202362
,,,,,,,,,,48.55,"CORN GTX 960 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX11 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,PUBG,OW,Apex,CSGO etc.",223,Rating + 3,https://www.newegg.com/p/1FT-0040-00022
,,,,,,,,,,708.90,XFX RS Black RX 570 OC+ 4GB DDR5 3xDP HDMI DVI w/Custom Backplate,225,Rating + 3,https://www.newegg.com/xfx-rx-570-rx-570p4dfdr/p/27N-0002-000D8
,,,,,,,,,,698.97,"ASUS Cerberus GeForce GTX 1050 Ti 4GB GDDR5 Gaming Graphics Card, CERBERUS-GTX1050TI-A4G",218,Rating + 4,https://www.newegg.com/asus-geforce-gtx-1050-ti-cerberus-gtx1050ti-o4g/p/1FT-000Y-00277
,,,,,,,,,,698.97,EVGA GeForce 210 Graphic Card HDMI VGA DVI 1 GB DDR3 SDRAM,217,Rating + 4,https://www.newegg.com/evga-geforce-210-01g-p3-1312-lr/p/1FT-001K-006H4
,,,,,,,,,,48.55,"Lenovo 4X60M97031 Nvidia Geforce Gt730 - Graphics Card - Gf Gt 730 - 2 Gb Gddr5 - Pcie 2.0 X8 Low Profile - Displayport - For Thinkcentre M710S (Sff, Tower) , M710T (Sff, Tower) , M910S (Sff, Tower)",222,Rating + 3,https://www.newegg.com/lenovo-4x60m97031/p/15J-007H-00011
,,,,,,,,,,"2,352.79","EVGA 08G-P4-3173-KR GeForce RTX 2070 Super XC ultra gaming, 8GB GDDR6, Dual HDB Fans, RGB LED, Metal Backplate",219,Rating + 4,https://www.newegg.com/p/1YF-00D3-00040
,,,,,,,,,,229.99,GIGABYTE Radeon RX 570 DirectX 12 GV-RX570GAMING-8GD Rev 2.0 8GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,220,Rating + 4,https://www.newegg.com/gigabyte-radeon-rx-570-gv-rx570gaming-8gd-rev-2-0/p/N82E16814932284
,,,,,,,,,,79.99,CORN GTX 650 Ti 128-Bit 1GB GDDR5 Graphic Card DirectX11 Video Card GPU PCI Express 3.0 DVI/VGA/HDMI,212,Rating + 4,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650ti/p/1FT-0040-00003
,,,,,,,,,,119.97,1GB Low Profile Half Height Size Length Windows 10 8 7 Vista XP Linux Video Card,216,Rating + 4,https://www.newegg.com/p/1FT-002U-000G8
,,,,,,,,,,71.49,"CORN AMD RX560 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",215,Rating + 4,https://www.newegg.com/p/27N-003A-00005
,,,,,,,,,,71.49,NVIDIA Tesla T4 Graphic Card - 16 GB GDDR6 - Full-height - PC,214,Rating + 4,https://www.newegg.com/p/1FT-0004-005B5
,,,,,,,,,,53.00,2GB PCIe 2.0 x16 Low Profile Half Height Size Length Single Slot Video Graphics Card for DELL OPTIPLEX 580 740 745 750 755 760 780 790 960 980 990 DT SFF Video Card,211,Rating + 4,https://www.newegg.com/p/1FT-000E-001E9
,,,,,,,,,,53.00,GENUINE FOR Dell ATI Radeon HD 6670 1GB PCI-E (HDMI VGA DVI) Video Card 8F60V,210,Rating + 4,https://www.newegg.com/p/27N-003U-00037
,,,,,,,,,,79.99,MSI GeForce 210 1GB DirectX 10.1 N210-MD1G/D3 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Graphics Card,213,Rating + 4,https://www.newegg.com/msi-geforce-210-n210-md1g-d3/p/1FT-0009-000Y9
,,,,,,,,,,919.99,VisionTek Radeon 5450 DirectX 11 900861 2GB DDR3 PCI Express 2.1 x16 ATX Video Card,209,Rating + 3,https://www.newegg.com/visiontek-radeon-5450-900861/p/N82E16814129319
,,,,,,,,,,708.90,ASUS GeForce GTX 1650 4GB Phoenix Fan Overclocked Edition HDMI DP DVI Graphics Card (PH-GTX1650-O4G),205,Rating + 3,https://www.newegg.com/asus-geforce-gtx-1650-ph-gtx1650-o4g/p/N82E16814126322
,,,,,,,,,,919.99,"CORN AMD Chipset RX550,128-Bit 2GB GDDR5 Graphic Card support DirectX12 with a fan Video Card RX 550 GPU DP/DVI/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",208,Rating + 3,https://www.newegg.com/p/1FT-0040-00075
,,,,,,,,,,475.99,SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-66-20G 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,207,Rating + 5,https://www.newegg.com/sapphire-radeon-rx-570-11266-66-20g/p/N82E16814202366
,,,,,,,,,,475.99,Yeston RX550-4G 4HDMI 4 Screen Graphics Card Support Split Screen 4GB Memory/GDDR5/128Bit 6000MHz VGA+ HDMI+DVI-D Graphics Card,206,Rating + 5,https://www.newegg.com/p/1DW-004J-00015
,,,,,,,,,,229.99,"ASRock Radeon RX 6900 XT PHANTOM GAMING D Graphics Card 16GB GDDR6, AMD RDNA2 (RX6900XT PGD 16GO)",201,Rating + 4,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6900xt-pgd-16g/p/N82E16814930052
,,,,,,,,,,229.99,"ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Active Fan Control, FREEZE Fan Stop ZT-A30610H-10M",200,Rating + 4,https://www.newegg.com/zotac-geforce-rtx-3060-ti-zt-a30610h-10m/p/N82E16814500507
,,,,,,,,,,48.55,MSI GeForce 8800 GTS DirectX 10 NX8800GTS-T2D640E-HD OC 640MB 320-Bit GDDR3 PCI Express x16 HDCP Ready SLI Support Video Card,203,Rating + 3,https://www.newegg.com/msi-geforce-8800-gts-nx8800gts-t2d640e-hd-oc/p/N82E16814127280
,,,,,,,,,,708.90,ASUS GeForce RTX 2080 SUPER ROG Strix Gaming 8 GB GDDR6 Graphics Card (90YV0DH0-M0NM00),204,Rating + 3,https://www.newegg.com/p/1FT-000Y-004A9
,,,,,,,,,,71.49,ASUS GeForce GT 710 1GB GDDR5 HDMI VGA DVI Graphics Card (GT710-SL-1GD5-BRK),197,Rating + 4,https://www.newegg.com/asus-geforce-gt-710-gt710-sl-1gd5-brk/p/N82E16814126221
,,,,,,,,,,698.97,GIGABYTE GeForce GT 710 DirectX 12 GV-N710D5-2GL 2GB 64-Bit DDR5 PCI Express 2.0 x8 Low Profile Video Card,199,Rating + 4,https://www.newegg.com/gigabyte-geforce-gt-710-gv-n710d5-2gl/p/N82E16814932006
,,,,,,,,,,79.99,"EVGA GT 710 2GB DDR3 64bit Single Slot, Dual DVI 02G-P3-2717-KR",195,Rating + 4,https://www.newegg.com/evga-geforce-gt-710-02g-p3-2717-kr/p/1FT-001K-00386
,,,,,,,,,,79.99,GeForce GT 710 Low Profile Half Height Size Length 1024MB 1GB PCIe x16 SFF Video Graphics Card,194,Rating + 4,https://www.newegg.com/msi-geforce-gt-710/p/1FT-0009-004F8
,,,,,,,,,,71.49,MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,196,Rating + 4,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gh-lp-oc/p/N82E16814137140
,,,,,,,,,,53.00,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LPV1 1GB 64-Bit DDR3 PCI Express 2.0 x8 HDCP Ready Low Profile Video Card,193,Rating + 4,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lpv1/p/1FT-0009-00266
,,,,,,,,,,53.00,FOR Dell CP309 Radeon HD2400 XT 256MB GDDR3 DMS-59 PCIe Low Profile Video Card,192,Rating + 4,https://www.newegg.com/p/27N-003U-00042
,,,,,,,,,,919.99,"GIGABYTE Radeon RX 5600 XT WINDFORCE OC 6G (Rev 2.0) Graphics Card, PCIe 4.0, 6GB 192-Bit GDDR6, GV-R56XTWF2OC-6GD Video Card",190,Rating + 3,https://www.newegg.com/gigabyte-radeon-rx-5600-xt-gv-r56xtwf2oc-6gd-rev-2-0/p/N82E16814932308
,,,,,,,,,,475.99,MAXSUN GeForce GT 730 DirectX 12 730TFII2G 2GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,189,Rating + 5,https://www.newegg.com/maxsun-geforce-gt-730-gt-730-tfii2g/p/1FT-009J-00017
,,,,,,,,,,919.99,EVGA GeForce GT 710 DirectX 12 02G-P3-2713-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,191,Rating + 3,https://www.newegg.com/evga-geforce-gt-710-02g-p3-2713-kr/p/N82E16814487219
,,,,,,,,,,708.90,Colorful iGame GeForce GTX 1650 SUPER Ultra OC 4G Video Card Computer Graphics Card HDMI  DP DVI Ports 1530(Bst:1755)MHz,186,Rating + 3,https://www.newegg.com/p/30U-00EV-00022
,,,,,,,,,,48.55,EVGA 200 GeForce 210 DirectX 10.1 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card  01G-P3-1312-LR,202,Rating + 3,https://www.newegg.com/evga-geforce-210-01g-p3-1312-lr/p/1FT-001K-00418
,,,,,,,,,,475.99,XFX RX-560D4SFG5 Radeon RX 560 4GB GDDR5 - 1196 MHz Core - 14 CU - Dual Slot Space Required Graphic Card,188,Rating + 5,https://www.newegg.com/xfx-radeon-rx-560-rx-560d4sfg5/p/N82E16814150816
,,,,,,,,,,708.90,XFX Radeon RX 570 Black Edition DirectX 12 RX-570P8DBD6 8GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support Video Card,187,Rating + 3,https://www.newegg.com/xfx-radeon-rx-570-rx-570p8dbd6/p/1DW-000W-00028
,,,,,,,,,,698.97,MSI GeForce GT 730 DirectX 12 N730K-2GD5LP/OC 2GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Video Card,198,Rating + 4,https://www.newegg.com/msi-geforce-gt-730-n730k-2gd5lp-oc/p/N82E16814127852
,,,,,,,,,,229.99,ASUS Radeon RX 6800 XT DirectX 12 RX6800XT-16G 16GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,183,Rating + 4,https://www.newegg.com/asus-radeon-rx-6800-xt-rx6800xt-16g/p/N82E16814126472
,,,,,,,,,,229.99,"GIGABYTE AORUS GeForce RTX 3080 XTREME WATERFORCE WB 10G Graphics Card, WATERFORCE Water Block Cooling System, 10GB 320-bit GDDR6X, GV-N3080AORUSX WB-10GD Video Card",182,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080aorusx-wb-10gd/p/N82E16814932371
,,,,,,,,,,48.55,MAXSUN GeForce GT 710 DirectX 12 GT 710 HHM3 1GB 64-Bit DDR3 PCI Express 2.0 x16  Low Profile Video Card HDMI+DVI+VGA,185,Rating + 3,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hhm3/p/1FT-009J-00004
,,,,,,,,,,48.55,EVGA 8 GeForce 8400 GS DirectX 10 512MB 32-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile 512-P3-1300-LR Video Graphics Card,184,Rating + 3,https://www.newegg.com/evga-geforce-8400-gs-512-p3-1300-kr/p/1FT-001K-002H6
,,,,,,,,,,71.49,Sapphire 11265-05-20G Radeon PULSE RX 580 8GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC  Graphic Cards,179,Rating + 4,https://www.newegg.com/sapphire-radeon-rx-580-11265-05-20g/p/1FT-000B-000D4
,,,,,,,,,,698.97,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TOC-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,181,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1050-ti-gv-n105toc-4gd/p/N82E16814125915
,,,,,,,,,,698.97,Dell AMD Radeon R7 350X 4Gb PCIe  DVI/DP 6HP90 R7 350,180,Rating + 4,https://www.newegg.com/p/27N-0018-000P4
,,,,,,,,,,71.49,GIGABYTE Radeon RX 570 DirectX 12 GV-RX570GAMING-4GD 4GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,178,Rating + 4,https://www.newegg.com/gigabyte-radeon-rx-570-gv-rx570gaming-4gd/p/N82E16814125966
,,,,,,,,,,79.99,MQX GeForce 6200 512MB 64Bit DDR2 AGP 2X 4X 8X Video Card,177,Rating + 4,https://www.newegg.com/p/1FT-00AS-00004
,,,,,,,,,,53.00,ATI Radeon 9200 DirectX 8 100-436006 128MB 128-Bit DDR AGP 4X/8X Video Card,175,Rating + 4,https://www.newegg.com/ati-radeon-9200-100-436006/p/N82E16814102287
,,,,,,,,,,79.99,View Video Graphics nVIDIA GeForce 8400 GS DVI+HDMI+VGA PCI-E x16 Dual Monitor Display VGA Card 512MB,176,Rating + 4,https://www.newegg.com/p/1FT-000X-000P4
,,,,,,,,,,53.00,MSI GeForce GT 710 DirectX 12 GT 710 2GD3 LP 2GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Video Card,174,Rating + 4,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/1FT-0009-001F5
,,,,,,,,,,919.99,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,172,Rating + 3,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6338-kr/p/N82E16814487373
,,,,,,,,,,475.99,MSI Radeon R7 240 DirectX 11.2 R7 240 2GD3 64b LP 2GB 64-Bit DDR3 HDCP Ready CrossFireX Support Low Profile Video Card,171,Rating + 5,https://www.newegg.com/msi-radeon-r7-240-r7-240-2gd3-64b-lp/p/N82E16814137320
,,,,,,,,,,475.99,RADEON RX 550 2GB GDDR5 PULSE,170,Rating + 5,https://www.newegg.com/p/27N-0005-00178
,,,,,,,,,,708.90,"GIGABYTE GeForce RTX 2070 Super GAMING OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N207SGAMING OC-8GC Video Card",169,Rating + 3,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207sgaming-oc-8gc/p/N82E16814932171
,,,,,,,,,,919.99,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,173,Rating + 3,https://www.newegg.com/evga-geforce-210-01g-p3-1313-kr/p/N82E16814130606
,,,,,,,,,,229.99,ASUS Radeon RX 580 DirectX 12 DUAL-RX580-O8G 8GB 256-Bit GDDR5 HDCP Ready CrossFireX Support Video Card,165,Rating + 4,https://www.newegg.com/asus-radeon-rx-580-dual-rx580-o8g/p/N82E16814126199
,,,,,,,,,,708.90,MSI G166SVXSC Gaming GeForce GTX 1660 Super 192-bit 6GB GDRR6 Graphics Card,168,Rating + 3,https://www.newegg.com/p/1FT-0009-004J7
,,,,,,,,,,48.55,"CORN GTX 950 128-Bit 2GB GDDR5 Graphic Card with dual fans GTX950 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,PUBG,OW,War Thunder etc.",167,Rating + 3,https://www.newegg.com/p/1FT-0040-00025
,,,,,,,,,,229.99,GIGABYTE AORUS GeForce RTX 3080 DirectX 12 GV-N3080AORUS X-10GD 10GB 320-Bit GDDR6X PCI Express 4.0 x16 ATX Video Card,164,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080aorus-x-10gd/p/N82E16814932345
,,,,,,,,,,48.55,MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,166,Rating + 3,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/1FT-0009-001E9
,,,,,,,,,,698.97,NVIDIA QUADRO 4000 2GB GDDR5 X1 VIDEO CARD V2 DELL 731Y3,163,Rating + 4,https://www.newegg.com/p/1FT-0004-00274
,,,,,,,,,,71.49,"EVGA GeForce GTX TITAN X 12G-P4-2992-KR 12GB SC GAMING, Play 4k with Ease Graphics Card",160,Rating + 4,https://www.newegg.com/evga-geforce-gtx-titan-x-12g-p4-2992-kr/p/N82E16814487130
,,,,,,,,,,71.49,XFX Radeon RX 580 DirectX 12 RX-580P427D6 4GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support GTS XXX Edition Video Card w/ Backplate,161,Rating + 4,https://www.newegg.com/xfx-radeon-rx-580-rx-580p427d6/p/N82E16814150797
,,,,,,,,,,79.99,MSI GeForce GT 1030 DirectX 12 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card Model GT 1030 2GD4 LP OC,158,Rating + 4,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/1FT-0009-002E3
,,,,,,,,,,698.97,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,162,Rating + 4,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6338-kr/p/1FT-001K-003A8
,,,,,,,,,,79.99,DIAMOND Radeon HD 5450 DirectX 11 5450PE31G 1GB GDDR3 PCI Express 2.1 x16 HDCP Ready CrossFireX Support Low Profile Video Card,159,Rating + 4,https://www.newegg.com/diamond-radeon-hd-5450-5450pe31g/p/N82E16814103200
,,,,,,,,,,53.00,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,157,Rating + 4,https://www.newegg.com/evga-geforce-210-01g-p3-1313-kr/p/1FT-001K-00403
,,,,,,,,,,919.99,MSI GeForce 210 DirectX 10.1 N210-MD1G/D3 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,156,Rating + 3,https://www.newegg.com/msi-geforce-210-n210-md1g-d3/p/N82E16814127515
,,,,,,,,,,919.99,Optiplex 740 750 3010 3020 7010 7020 9010 9020 SFF nVIDIA GeForce GT 610 2GB PCI Express 2.0 x16 DVI+HDMI Single Slot Low Profile Video Graphics Card for Dell,155,Rating + 3,https://www.newegg.com/p/1FT-000X-000P1
,,,,,,,,,,475.99,"CORN GTX 960 128-Bit 2GB GDDR5 Graphic Card with dual fans DirectX11 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,PUBG,OW,Apex,CSGO etc.",154,Rating + 5,https://www.newegg.com/p/1FT-0040-00044
,,,,,,,,,,708.90,ONDA GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING 4GD5 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI GPU,151,Rating + 3,https://www.newegg.com/onda-geforce-gtx-1050-ti-1050ti-gaming-4gd5/p/1FT-009N-00001
,,,,,,,,,,229.99,"EVGA GeForce RTX 3070 FTW3 ULTRA GAMING Video Card, 08G-P5-3767-KR, 8GB GDDR6, iCX3 Technology, ARGB LED, Metal Backplate",148,Rating + 4,https://www.newegg.com/evga-geforce-rtx-3070-08g-p5-3767-kr/p/N82E16814487532
,,,,,,,,,,475.99,"EVGA GeForce RTX 2060 SC Ultra GAMING, 06G-P4-2067-KR, 6GB GDDR6, Dual HDB Fans",153,Rating + 5,https://www.newegg.com/evga-geforce-rtx-2060-06g-p4-2067-kr/p/1FT-001K-00468
